"position.x","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_fum_rec","dst_fum_rec_sd","dst_sacks","dst_sacks_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","first_name","last_name","team","position.y","age","exp"
"TE","16643","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,26.184126984127,6.54871703951786,214.733686067019,74.9327978805159,1.24197530864198,0.463726069217611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ja'Tavion","Sanders","CAR","TE",23,-4
"TE","17213","average",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,12.9333333333333,3.00222139978605,147,26.0576284415908,1.96666666666667,0.0577350269189626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson","Hawes","BUF","TE",26,-5
"TE","17213","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,12.9,4.15128,147.5,34.0998,1.975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson","Hawes","BUF","TE",26,-5
"TE","17213","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,12.769756097561,2.96445191661933,145.643902439024,25.8649281299163,1.96536585365854,0.0583479539251793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson","Hawes","BUF","TE",26,-5
"TE","16644","average",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,14.0333333333333,4.33628104870214,155,35.7631094844953,1.4,0.529150262212918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ben","Sinnott","WAS","TE",24,-4
"TE","16644","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,13.55,1.63086,153.75,41.5128,1.35,0.29652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ben","Sinnott","WAS","TE",24,-4
"TE","16644","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,13.7809756097561,4.2276793421357,152.99756097561,35.1797970826252,1.42292682926829,0.53262392956421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ben","Sinnott","WAS","TE",24,-4
"TE","14239","average",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,15.2333333333333,3.7233497463082,158.666666666667,45.3247540901584,1.33333333333333,1.15470053837925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Foster","Moreau","HOU","TE",29,1
"TE","14239","robust",NA,NA,NA,NA,NA,NA,1,1.4826,0,0,0,0,15.6,1.92738,152.25,1.4826,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Foster","Moreau","HOU","TE",29,1
"TE","14239","weighted",NA,NA,NA,NA,NA,NA,1.04634146341463,0.98425183635695,0,0,0,0,15.0741463414634,3.75055731129159,156.046341463415,44.119998927293,1.30731707317073,1.16695907850358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Foster","Moreau","HOU","TE",29,1
"TE","15804","average",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,14.1333333333333,7.71059876620054,146.666666666667,94.732958010047,0.7,0.519615242270663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant","Calcaterra","PHI","TE",28,-2
"TE","15804","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,14.85,4.4478,153.75,72.6474,0.775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant","Calcaterra","PHI","TE",28,-2
"TE","15804","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,13.8824390243902,7.71543852457907,143.290243902439,94.4627671234446,0.688292682926829,0.525131585326613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant","Calcaterra","PHI","TE",28,-2
