"player","pos","team","games","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","dst_int","dst_fum_rec","dst_sacks","dst_fumbles","dst_tackles","rec_rz_tgt","rec_09_tds","rec_1019_tds","rec_2029_tds","rec_3039_tds","rec_4049_tds","rec_50_tds","rush_50_yds","rush_100_yds","rec_150_yds","rec_200_yds","return_yds","scoring_opp","bye"
"CeeDee Lamb","WR","DAL",NA,NA,87,1177,NA,NA,8,0,0,NA,0,NA,165.7,NA,"17141","FFToday","14832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Nico Collins","WR","HOU",NA,NA,79,1186,NA,NA,7,0,0,NA,0,NA,160.6,NA,"17540","FFToday","15290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"A.J. Brown","WR","NE",NA,NA,86,1155,NA,NA,7,0,0,NA,0,NA,157.5,NA,"16527","FFToday","14104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Chris Olave","WR","NO",NA,NA,97,1147,NA,NA,7,0,0,NA,0,NA,156.7,NA,"18169","FFToday","15754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Jameson Williams","WR","DET",NA,NA,66,1088,NA,NA,7,8,42,NA,0,NA,155,NA,"18242","FFToday","15756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Zay Flowers","WR","BAL",NA,NA,79,1117,NA,NA,6,10,59,NA,0,NA,153.6,NA,"18516","FFToday","16190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"George Pickens","WR","DAL",NA,NA,74,1102,NA,NA,7,0,0,NA,0,NA,152.2,NA,"18179","FFToday","15762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Davante Adams","WR","LAR",NA,NA,70,911,NA,NA,10,0,0,NA,0,NA,151.1,NA,"14102","FFToday","11675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Rashee Rice","WR","KC",NA,NA,93,1077,NA,NA,7,0,0,NA,0,NA,149.7,NA,"18624","FFToday","16194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Malik Nabers","WR","NYG",NA,NA,81,1077,NA,NA,7,0,0,NA,0,NA,149.7,NA,"19068","FFToday","16615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"DeVonta Smith","WR","PHI",NA,NA,83,1122,NA,NA,6,0,0,NA,0,NA,148.2,NA,"17708","FFToday","15282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Emeka Egbuka","WR","TB",NA,NA,78,1046,NA,NA,7,0,0,NA,0,NA,146.6,NA,"19351","FFToday","17081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Garrett Wilson","WR","NYJ",NA,NA,100,1155,NA,NA,5,0,0,NA,0,NA,145.5,NA,"18248","FFToday","15753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Tetairoa McMillan","WR","CAR",NA,NA,78,1081,NA,NA,6,0,0,NA,0,NA,144.1,NA,"19441","FFToday","17071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Christian Watson","WR","GB",NA,NA,65,982,NA,NA,7,0,0,NA,0,NA,140.2,NA,"18237","FFToday","15789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Tee Higgins","WR","CIN",NA,NA,65,906,NA,NA,8,0,0,NA,0,NA,138.6,NA,"17104","FFToday","14835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Mike Evans","WR","SF",NA,NA,69,955,NA,NA,7,0,0,NA,0,NA,137.5,NA,"14172","FFToday","11671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Rome Odunze","WR","CHI",NA,NA,65,945,NA,NA,7,0,0,NA,0,NA,136.5,NA,"19074","FFToday","16616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"D.J. Moore","WR","BUF",NA,NA,71,955,NA,NA,6,8,45,NA,0,NA,136,NA,"16146","FFToday","13635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Jaylen Waddle","WR","DEN",NA,NA,72,987,NA,NA,6,0,0,NA,0,NA,134.7,NA,"17740","FFToday","15284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Luther Burden III","WR","CHI",NA,NA,70,926,NA,NA,6,6,33,NA,0,NA,131.9,NA,"19331","FFToday","17070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Ladd McConkey","WR","LAC",NA,NA,76,956,NA,NA,6,0,0,NA,0,NA,131.6,NA,"19050","FFToday","16627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"DK Metcalf","WR","PIT",NA,NA,67,944,NA,NA,6,0,0,NA,0,NA,130.4,NA,"16650","FFToday","14102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Terry McLaurin","WR","WAS",NA,NA,65,937,NA,NA,6,0,0,NA,0,NA,129.7,NA,"16648","FFToday","14109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Marvin Harrison Jr.","WR","ARI",NA,NA,64,933,NA,NA,6,0,0,NA,0,NA,129.3,NA,"18989","FFToday","16614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Courtland Sutton","WR","DEN",NA,NA,63,848,NA,NA,7,0,0,NA,0,NA,126.8,NA,"16144","FFToday","13630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Alec Pierce","WR","IND",NA,NA,60,917,NA,NA,5,0,0,NA,0,NA,121.7,NA,"18181","FFToday","15768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Jayden Reed","WR","GB",NA,NA,66,815,NA,NA,5,11,68,NA,0,NA,118.3,NA,"18622","FFToday","16184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Michael Pittman Jr.","WR","PIT",NA,NA,76,877,NA,NA,5,0,0,NA,0,NA,117.7,NA,"17183","FFToday","14842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Carnell Tate","WR","TEN",NA,NA,65,867,NA,NA,5,0,0,NA,0,NA,116.7,NA,"19739","FFToday","17497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Parker Washington","WR","JAC",NA,NA,62,814,NA,NA,5,0,0,NA,0,NA,111.4,NA,"18688","FFToday","16192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Brian Thomas Jr.","WR","JAC",NA,NA,56,812,NA,NA,5,0,0,NA,0,NA,111.2,NA,"19123","FFToday","16618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Xavier Worthy","WR","KC",NA,NA,56,715,NA,NA,4,12,76,NA,1,NA,109.1,NA,"19154","FFToday","16620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Jordan Addison","WR","MIN",NA,NA,55,769,NA,NA,5,3,19,NA,0,NA,108.8,NA,"18453","FFToday","16186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Quentin Johnston","WR","LAC",NA,NA,51,727,NA,NA,6,0,0,NA,0,NA,108.7,NA,"18561","FFToday","16188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Chris Godwin","WR","TB",NA,NA,68,779,NA,NA,5,0,0,NA,0,NA,107.9,NA,"15881","FFToday","13163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Stefon Diggs","WR","WAS",NA,NA,62,766,NA,NA,5,0,0,NA,0,NA,106.6,NA,"15156","FFToday","12186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Michael Wilson","WR","ARI",NA,NA,66,822,NA,NA,4,0,0,NA,0,NA,106.2,NA,"18696","FFToday","16206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Romeo Doubs","WR","NE",NA,NA,58,759,NA,NA,5,0,0,NA,0,NA,105.9,NA,"18058","FFToday","15779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Jakobi Meyers","WR","JAC",NA,NA,63,732,NA,NA,5,3,19,NA,0,NA,105.1,NA,"16762","FFToday","14127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Khalil Shakir","WR","BUF",NA,NA,72,766,NA,NA,4,0,0,NA,0,NA,100.6,NA,"18200","FFToday","15761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Matthew Golden","WR","GB",NA,NA,54,702,NA,NA,5,0,0,NA,0,NA,100.2,NA,"19370","FFToday","17075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Wan'Dale Robinson","WR","TEN",NA,NA,77,796,NA,NA,3,0,0,NA,0,NA,97.6,NA,"18191","FFToday","15757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"KC Concepcion","WR","CLE",NA,NA,58,752,NA,NA,3,5,24,NA,0,NA,95.6,NA,"19858","FFToday","17501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Josh Downs","WR","IND",NA,NA,68,707,NA,NA,4,0,0,NA,0,NA,94.7,NA,"18508","FFToday","16187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Rashid Shaheed","WR","SEA",NA,NA,49,659,NA,NA,4,7,45,NA,0,NA,94.4,NA,"18326","FFToday","16080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Makai Lemon","WR","PHI",NA,NA,56,658,NA,NA,4,4,19,NA,0,NA,91.7,NA,"19879","FFToday","17499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"De'Zhaun Stribling","WR","SF",NA,NA,56,677,NA,NA,4,0,0,NA,0,NA,91.7,NA,"19769","FFToday","17514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Jordyn Tyson","WR","NO",NA,NA,49,633,NA,NA,4,0,0,NA,0,NA,87.3,NA,"19838","FFToday","17498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Deebo Samuel","WR","SF",NA,NA,47,537,NA,NA,3,14,68,NA,1,NA,84.5,NA,"16688","FFToday","14136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Tre Tucker","WR","LV",NA,NA,52,655,NA,NA,3,0,0,NA,0,NA,83.5,NA,"18675","FFToday","16287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Jerry Jeudy","WR","CLE",NA,NA,51,645,NA,NA,3,0,0,NA,0,NA,82.5,NA,"17127","FFToday","14833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Rashod Bateman","WR","BAL",NA,NA,44,572,NA,NA,4,0,0,NA,0,NA,81.2,NA,"17509","FFToday","15293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Jalen Coker","WR","CAR",NA,NA,50,621,NA,NA,3,0,0,NA,0,NA,80.1,NA,"19207","FFToday","16809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Jalen McMillan","WR","TB",NA,NA,39,555,NA,NA,4,0,0,NA,0,NA,79.5,NA,"19055","FFToday","16628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Calvin Ridley","WR","TEN",NA,NA,39,568,NA,NA,3,0,0,NA,0,NA,74.8,NA,"16129","FFToday","13629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Keenan Allen","WR","IND",NA,NA,55,566,NA,NA,3,0,0,NA,0,NA,74.6,NA,"13003","FFToday","11222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Adonai Mitchell","WR","NYJ",NA,NA,36,482,NA,NA,4,0,0,NA,0,NA,72.2,NA,"19061","FFToday","16626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Germie Bernard","WR","PIT",NA,NA,43,523,NA,NA,3,4,19,NA,0,NA,72.2,NA,"19806","FFToday","17503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Jalen Nailor","WR","LV",NA,NA,44,577,NA,NA,2,0,0,NA,0,NA,69.7,NA,"18162","FFToday","15786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Malik Washington","WR","MIA",NA,NA,43,455,NA,NA,3,8,46,NA,0,NA,68.1,NA,"19140","FFToday","16684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Ryan Flournoy","WR","DAL",NA,NA,36,417,NA,NA,4,0,0,NA,0,NA,65.7,NA,"18965","FFToday","16778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Jauan Jennings","WR","MIN",NA,NA,37,466,NA,NA,3,0,0,NA,0,NA,64.6,NA,"17126","FFToday","14860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Denzel Boston","WR","CLE",NA,NA,40,526,NA,NA,2,0,0,NA,0,NA,64.6,NA,"19773","FFToday","17500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Caleb Douglas","WR","MIA",NA,NA,42,517,NA,NA,2,0,0,NA,0,NA,63.7,NA,"19735","FFToday","17599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Cooper Kupp","WR","SEA",NA,NA,36,445,NA,NA,3,0,0,NA,0,NA,62.5,NA,"15932","FFToday","13164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Devaughn Vele","WR","NO",NA,NA,38,444,NA,NA,3,0,0,NA,0,NA,62.4,NA,"19133","FFToday","16788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Isaac TeSlaa","WR","DET",NA,NA,29,371,NA,NA,4,0,0,NA,0,NA,61.1,NA,"19522","FFToday","17157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Xavier Legette","WR","CAR",NA,NA,38,427,NA,NA,3,0,0,NA,0,NA,60.7,NA,"19036","FFToday","16639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Jaylin Noel","WR","HOU",NA,NA,34,395,NA,NA,3,0,0,NA,0,NA,57.5,NA,"19464","FFToday","17080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Antonio Williams","WR","WAS",NA,NA,27,388,NA,NA,3,0,0,NA,0,NA,56.8,NA,"19711","FFToday","17512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Kayshon Boutte","WR","HOU",NA,NA,31,446,NA,NA,2,0,0,NA,0,NA,56.6,NA,"18479","FFToday","16193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Dontayvion Wicks","WR","PHI",NA,NA,34,446,NA,NA,2,0,0,NA,0,NA,56.6,NA,"18691","FFToday","16195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Ja'Kobi Lane","WR","BAL",NA,NA,30,374,NA,NA,3,0,0,NA,0,NA,55.4,NA,"19811","FFToday","17517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"KaVontae Turpin","WR","DAL",NA,NA,21,325,NA,NA,2,16,93,NA,0,NA,53.8,NA,"18290","FFToday","15981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Omar Cooper Jr.","WR","NYJ",NA,NA,28,355,NA,NA,3,0,0,NA,0,NA,53.5,NA,"19904","FFToday","17502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Tre Harris","WR","LAC",NA,NA,32,415,NA,NA,2,0,0,NA,0,NA,53.5,NA,"19383","FFToday","17072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Tyquan Thornton","WR","KC",NA,NA,21,355,NA,NA,3,0,0,NA,0,NA,53.5,NA,"18222","FFToday","15787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Travis Hunter","WR","JAC",NA,NA,34,391,NA,NA,2,0,0,NA,0,NA,51.1,NA,"19396","FFToday","17074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Xavier Hutchinson","WR","HOU",NA,NA,27,331,NA,NA,3,0,0,NA,0,NA,51.1,NA,"18550","FFToday","16201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Pat Bryant","WR","DEN",NA,NA,31,386,NA,NA,2,0,0,NA,0,NA,50.6,NA,"19328","FFToday","17082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Jalen Tolbert","WR","MIA",NA,NA,34,446,NA,NA,1,0,0,NA,0,NA,50.6,NA,"18224","FFToday","15788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Dyami Brown","WR","WAS",NA,NA,29,377,NA,NA,2,0,0,NA,0,NA,49.7,NA,"17523","FFToday","15292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Olamide Zaccheaus","WR","ATL",NA,NA,27,357,NA,NA,2,0,0,NA,0,NA,47.7,NA,"16859","FFToday","14592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Darius Slayton","WR","NYG",NA,NA,25,346,NA,NA,2,0,0,NA,0,NA,46.6,NA,"16702","FFToday","14122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Demario Douglas","WR","NE",NA,NA,28,345,NA,NA,2,0,0,NA,0,NA,46.5,NA,"18506","FFToday","16342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Malachi Fields","WR","NYG",NA,NA,30,345,NA,NA,2,0,0,NA,0,NA,46.5,NA,"19880","FFToday","17511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Jack Bech","WR","LV",NA,NA,29,336,NA,NA,2,0,0,NA,0,NA,45.6,NA,"19312","FFToday","17078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Darnell Mooney","WR","NYG",NA,NA,24,327,NA,NA,2,0,0,NA,0,NA,44.7,NA,"17159","FFToday","14974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Troy Franklin","WR","DEN",NA,NA,27,308,NA,NA,2,0,0,NA,0,NA,42.8,NA,"18968","FFToday","16619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Keon Coleman","WR","BUF",NA,NA,21,307,NA,NA,2,0,0,NA,0,NA,42.7,NA,"18938","FFToday","16617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Kendrick Bourne","WR","ARI",NA,NA,23,307,NA,NA,2,0,0,NA,0,NA,42.7,NA,"14994","FFToday","13418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Cyrus Allen","WR","KC",NA,NA,25,305,NA,NA,2,0,0,NA,0,NA,42.5,NA,"19759","FFToday","17518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Andrei Iosivas","WR","CIN",NA,NA,24,301,NA,NA,2,0,0,NA,0,NA,42.1,NA,"18553","FFToday","16207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Mack Hollins","WR","NE",NA,NA,22,272,NA,NA,2,0,0,NA,0,NA,39.2,NA,"15900","FFToday","13289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Jahan Dotson","WR","ATL",NA,NA,19,264,NA,NA,2,0,0,NA,0,NA,38.4,NA,"18057","FFToday","15755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Tory Horton","WR","SEA",NA,NA,18,245,NA,NA,2,0,0,NA,0,NA,36.5,NA,"19393","FFToday","17098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Kalif Raymond","WR","CHI",NA,NA,20,231,NA,NA,2,0,0,NA,0,NA,35.1,NA,"14879","FFToday","13066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Isaiah Bond","WR","CLE",NA,NA,19,275,NA,NA,1,0,0,NA,0,NA,33.5,NA,"19557","FFToday","17076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Malik Benson","WR","LV",NA,NA,18,227,NA,NA,1,0,0,NA,0,NA,28.7,NA,"19882","FFToday","17706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Chris Bell","WR","MIA",NA,NA,17,226,NA,NA,1,0,0,NA,0,NA,28.6,NA,"19747","FFToday","17506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Zachariah Branch","WR","ATL",NA,NA,18,212,NA,NA,1,0,0,NA,0,NA,27.2,NA,"19952","FFToday","17507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Isaiah Williams","WR","NYJ",NA,NA,16,206,NA,NA,1,0,0,NA,0,NA,26.6,NA,"19233","FFToday","16630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Josh Palmer","WR","BUF",NA,NA,16,204,NA,NA,1,0,0,NA,0,NA,26.4,NA,"17676","FFToday","15319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Devontez Walker","WR","BAL",NA,NA,12,187,NA,NA,1,0,0,NA,0,NA,24.7,NA,"19136","FFToday","16621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Jordan Whittington","WR","LAR",NA,NA,17,187,NA,NA,1,0,0,NA,0,NA,24.7,NA,"19144","FFToday","16633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Marquise Brown","WR","PHI",NA,NA,15,177,NA,NA,1,0,0,NA,0,NA,23.7,NA,"16529","FFToday","14105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Konata Mumpfield","WR","LAR",NA,NA,15,176,NA,NA,1,0,0,NA,0,NA,23.6,NA,"19460","FFToday","17254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Elic Ayomanor","WR","TEN",NA,NA,14,175,NA,NA,1,0,0,NA,0,NA,23.5,NA,"19306","FFToday","17073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Treylon Burks","WR","WAS",NA,NA,13,169,NA,NA,1,0,0,NA,0,NA,22.9,NA,"18029","FFToday","15752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Savion Williams","WR","GB",NA,NA,13,159,NA,NA,1,0,0,NA,0,NA,21.9,NA,"19550","FFToday","17096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Tank Dell","WR","HOU",NA,NA,13,150,NA,NA,1,0,0,NA,0,NA,21,NA,"18502","FFToday","16204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Ted Hurst","WR","TB",NA,NA,13,137,NA,NA,1,0,0,NA,0,NA,19.7,NA,"19932","FFToday","17520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
