"player","pos","team","games","rush_att","rush_yds","rush_avg","rush_tds","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","rush_09_tds","rush_1019_tds","rush_2029_tds","rush_3039_tds","rush_4049_tds","rush_50_tds","rush_50_yds","rush_100_yds","rec_rz_tgt","rec_50_yds","rec_100_yds","return_yds","scoring_opp","bye"
"Sanders, Raheim","RB","CLE",NA,51.7,184,NA,0.6,12.5,8,46,NA,NA,0,0,26.6,NA,NA,"FantasySharks","17062",0.6,0,0,0,0,0,0.7,0.4,1.3,0.2,0.1,163,7.1,NA
"Brooks, Chris","RB","GBP",NA,24.6,130,NA,0.6,18.2,13.8,99,NA,NA,0,0.1,26.4,NA,NA,"FantasySharks","16387",0.6,0,0,0,0,0,0.5,0.3,3,0.4,0.2,4,1.5,NA
"Guerendo, Isaac","RB","SFO",NA,31.9,131,NA,0.3,9.5,8.3,83,NA,NA,0,0,23.4,NA,NA,"FantasySharks","16688",0.3,0,0,0,0,0,0.5,0.3,0,0.3,0.2,185,1.7,NA
"McGowan, Seth","RB","IND",NA,26.1,84,NA,0.6,13.9,11,78,NA,NA,0.3,0,21.9,NA,NA,"FantasySharks","17475",0.6,0,0,0,0,0,0.3,0.2,2,0.3,0.2,267,3.9,NA
"James, Jordan","RB","SFO",NA,39,167,NA,0,11.6,7.6,48,NA,NA,0,0,21.5,NA,NA,"FantasySharks","17055",0,0,0,0,0,0,0.7,0.3,2.7,0.2,0.1,159,1.5,NA
"Vaki, Sione","RB","DET",NA,30.3,122,NA,0.7,6.3,5.3,44,NA,NA,0.1,0.2,21,NA,NA,"FantasySharks","16678",0.5,0,0,0.2,0,0,0.5,0.2,0.4,0.2,0.1,691,2.9,NA
"Luepke, Hunter","RB","DAL",NA,19,86,NA,0,11.9,8.7,59,NA,NA,0.8,0,19.8,NA,NA,"FantasySharks","16391",0,0,0,0,0,0,0.3,0.2,1.8,0.2,0.1,0,3.4,NA
"Allen, Kaytron","RB","WAS",NA,46.4,148,NA,0,9.1,6.4,23,NA,NA,0,0,18.9,NA,NA,"FantasySharks","17478",0,0,0,0,0,0,0.6,0.3,0.8,0.1,0.1,197,4.6,NA
"Giddens, DJ","RB","IND",NA,42.3,155,NA,0,3.5,1.4,5,NA,NA,0,0,16.1,NA,NA,"FantasySharks","17060",0,0,0,0,0,0,0.6,0.3,0,0,0,103,1.2,NA
"Johnson, Roschon","RB","CHI",NA,16.7,49,NA,1.3,6.7,6.7,30,NA,NA,0,0,15.8,NA,NA,"FantasySharks","16175",1.3,0,0,0,0,0,0.2,0.1,1.1,0.1,0.1,55,3.7,NA
"McNichols, Jeremy","RB","WAS",NA,13.5,65,NA,0.1,13,10.1,76,NA,NA,0,0,15.4,NA,NA,"FantasySharks","13143",0,0,0,0,0,0.1,0.3,0.1,0.9,0.3,0.2,23,1.8,NA
"Beck, Andrew","RB","NYJ",NA,0,0,NA,0,9.1,6.7,56,NA,NA,1.6,0,15,NA,NA,"FantasySharks","14319",0,0,0,0,0,0,0,0,1.6,0.2,0.1,0,1.6,NA
"Abdullah, Ameer","RB","JAC",NA,12.2,56,NA,0.6,5.1,4.7,40,NA,NA,0,0,13,NA,NA,"FantasySharks","12155",0.6,0,0,0,0,0,0.2,0.1,0.4,0.2,0.1,140,2.3,NA
"Allen, LeQuint","RB","JAC",NA,17.9,72,NA,0.2,9.5,7.7,44,NA,NA,0,0,12.7,NA,NA,"FantasySharks","17061",0.2,0,0,0,0,0,0.3,0.1,2.2,0.2,0.1,441,1,NA
"Claiborne, Demond","RB","MIN",NA,35.3,110,NA,0,7.8,6,31,NA,NA,0,0.7,12.6,NA,NA,"FantasySharks","17481",0,0,0,0,0,0,0.4,0.2,0.9,0.1,0.1,127,2.3,NA
"Shipley, Will","RB","PHI",NA,17.5,71,NA,0.2,8.7,7.2,41,NA,NA,0,0,12.3,NA,NA,"FantasySharks","16601",0.2,0,0,0,0,0,0.3,0.1,1,0.2,0.1,578,1,NA
"Badie, Tyler","RB","DEN",NA,9.9,34,NA,0,21.5,12.4,86,NA,NA,0,0,12.2,NA,NA,"FantasySharks","15718",0,0,0,0,0,0,0.1,0.1,3.3,0.3,0.2,346,1.7,NA
"Mostert, Raheem","RB","LVR",NA,21.2,53,NA,0,10.7,10.7,65,NA,NA,0,0,11.8,NA,NA,"FantasySharks","12447",0,0,0,0,0,0,0.2,0.1,0.9,0.3,0.1,550,0.9,NA
"Brooks, British","RB","HOU",NA,25,98,NA,0,7.1,2.5,15,NA,NA,0,0,11.2,NA,NA,"FantasySharks","16816",0,0,0,0,0,0,0.4,0.2,0.7,0.1,0,80,2.3,NA
"Ali, Rasheen","RB","BAL",NA,14,51,NA,0,12.5,7,43,NA,NA,0.1,0,10.2,NA,NA,"FantasySharks","16746",0,0,0,0,0,0,0.2,0.1,1.1,0.2,0.1,476,0.1,NA
"Kiner, Corey","RB","NEP",NA,23.9,95,NA,0,2.7,1.9,9,NA,NA,0,0.3,9.8,NA,NA,"FantasySharks","17274",0,0,0,0,0,0,0.4,0.2,0.4,0,0,223,1.4,NA
"Rivers, Ronnie","RB","LAR",NA,14.5,70,NA,0,3.4,1.3,11,NA,NA,0,0,8.1,NA,NA,"FantasySharks","15726",0,0,0,0,0,0,0.3,0.1,0,0,0,718,0.3,NA
"Heidenreich, Eli","RB","PIT",NA,25,68,NA,0,1.9,1.5,6,NA,NA,0,0,7.4,NA,NA,"FantasySharks","17685",0,0,0,0,0,0,0.3,0.1,0,0,0,226,0.5,NA
"Brooks, Tahj","RB","CIN",NA,16.4,48,NA,0,2.4,1,9,NA,NA,0,0,5.7,NA,NA,"FantasySharks","17058",0,0,0,0,0,0,0.2,0.1,0,0,0,385,0,NA
"Carter, Nathan","RB","ATL",NA,15,90,NA,0,0.4,0,0,NA,NA,0,1.8,5.4,NA,NA,"FantasySharks","17348",0,0,0,0,0,0,0.4,0.2,0,0,0,202,0,NA
"Chestnut, Julius","RB","TEN",NA,14.2,46,NA,0,2.8,0,0,NA,NA,0,0,4.6,NA,NA,"FantasySharks","15965",0,0,0,0,0,0,0.2,0.1,0,0,0,231,1.4,NA
"Gilliam, Reggie","RB","NEP",NA,6.3,14,NA,0,1.2,1.2,24,NA,NA,0,0,3.7,NA,NA,"FantasySharks","15103",0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,2.4,NA
"Johnson, Kaleb","RB","GBP",NA,15.3,36,NA,0,0.8,0.2,1,NA,NA,0,0,3.7,NA,NA,"FantasySharks","17048",0,0,0,0,0,0,0.1,0.1,0,0,0,96,0.1,NA
"Ingold, Alec","RB","LAC",NA,2.6,12,NA,0,7.6,6.2,25,NA,NA,0,0,3.7,NA,NA,"FantasySharks","14420",0,0,0,0,0,0,0.1,0,0.9,0.1,0.1,37,0,NA
"Etienne, Trevor","RB","CAR",NA,7.4,34,NA,0,0.4,0.4,1,NA,NA,0,0,3.5,NA,NA,"FantasySharks","17056",0,0,0,0,0,0,0.1,0.1,0,0,0,289,1,NA
"Laube, Dylan","RB","LVR",NA,8.9,21,NA,0,3.5,2.3,15,NA,NA,0,0.2,3.4,NA,NA,"FantasySharks","16613",0,0,0,0,0,0,0.1,0,0,0.1,0,695,0.2,NA
"Dillon, AJ","RB","CAR",NA,8.3,27,NA,0,1.4,1.4,10,NA,NA,0,0.5,2.7,NA,NA,"FantasySharks","14805",0,0,0,0,0,0,0.1,0.1,0,0,0,365,0,NA
"Matlock, Scott","RB","LAC",NA,0,0,NA,0,2.7,2.7,12,NA,NA,0.2,0,2.6,NA,NA,"FantasySharks","16335",0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.2,NA
"Singleton, Nicholas","RB","TEN",NA,7.4,17,NA,0,0.8,0,0,NA,NA,0,0,1.7,NA,NA,"FantasySharks","17476",0,0,0,0,0,0,0.1,0,0,0,0,163,0,NA
"Nwangwu, Kene","RB","NYJ",NA,2.7,10,NA,0,0.7,0,0,NA,NA,0,0,1,NA,NA,"FantasySharks","15414",0,0,0,0,0,0,0,0,0,0,0,649,0.6,NA
"Saylors, Jacob","RB","DET",NA,1.6,4,NA,0,0,0,0,NA,NA,0,0,0.4,NA,NA,"FantasySharks","16850",0,0,0,0,0,0,0,0,0,0,0,849,0.2,NA
"Ricard, Patrick","RB","NYG",NA,0.8,3,NA,0,0.8,0,0,NA,NA,0,0,0.3,NA,NA,"FantasySharks","13455",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Burton, Michael","RB","CLE",NA,0.7,2,NA,0,0,0,0,NA,NA,0,0,0.2,NA,NA,"FantasySharks","12325",0,0,0,0,0,0,0,0,0,0,0,0,0.7,NA
"Randall, Adam","RB","BAL",NA,1.2,2,NA,0,1.5,0,0,NA,NA,0,0,0.2,NA,NA,"FantasySharks","17652",0,0,0,0,0,0,0,0,0,0,0,173,0,NA
"Jahmyr Gibbs","RB","DET",NA,279,1422,NA,12,NA,72,572,NA,NA,4,NA,295.4,NA,"18522","FFToday","16162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Bijan Robinson","RB","ATL",NA,280,1402,NA,9,NA,84,707,NA,NA,3,NA,282.9,NA,"18630","FFToday","16161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Christian McCaffrey","RB","SF",NA,279,1144,NA,9,NA,82,715,NA,NA,4,NA,263.9,NA,"15950","FFToday","13130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Jonathan Taylor","RB","IND",NA,299,1436,NA,12,NA,39,310,NA,NA,1,NA,252.6,NA,"17224","FFToday","14802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Derrick Henry","RB","BAL",NA,321,1572,NA,12,NA,16,144,NA,NA,0,NA,243.6,NA,"15602","FFToday","12626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"James Cook","RB","BUF",NA,275,1377,NA,11,NA,32,275,NA,NA,2,NA,243.2,NA,"18046","FFToday","15715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Saquon Barkley","RB","PHI",NA,281,1236,NA,9,NA,42,307,NA,NA,2,NA,220.3,NA,"16319","FFToday","13604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Kenneth Walker","RB","KC",NA,262,1177,NA,9,NA,42,322,NA,NA,2,NA,215.9,NA,"18234","FFToday","15711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Omarion Hampton","RB","LAC",NA,257,1129,NA,9,NA,52,366,NA,NA,2,NA,215.5,NA,"19379","FFToday","17044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Kyren Williams","RB","LAR",NA,249,1171,NA,10,NA,34,245,NA,NA,2,NA,213.6,NA,"18245","FFToday","15710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"De'Von Achane","RB","MIA",NA,228,1161,NA,6,NA,56,411,NA,NA,3,NA,211.2,NA,"18452","FFToday","16167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Chase Brown","RB","CIN",NA,242,1066,NA,7,NA,55,377,NA,NA,4,NA,210.3,NA,"18488","FFToday","16181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Ashton Jeanty","RB","LV",NA,266,1117,NA,7,NA,56,406,NA,NA,2,NA,206.3,NA,"19405","FFToday","17042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Jeremiyah Love","RB","ARI",NA,246,1082,NA,7,NA,56,417,NA,NA,2,NA,203.9,NA,"19832","FFToday","17472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Javonte Williams","RB","DAL",NA,245,1126,NA,10,NA,33,217,NA,NA,1,NA,200.3,NA,"17753","FFToday","15256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Breece Hall","RB","NYJ",NA,258,1162,NA,5,NA,47,403,NA,NA,2,NA,198.5,NA,"18087","FFToday","15708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Cam Skattebo","RB","NYG",NA,262,1048,NA,8,NA,44,346,NA,NA,1,NA,193.4,NA,"19506","FFToday","17045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Bhayshul Tuten","RB","JAC",NA,257,1055,NA,7,NA,38,288,NA,NA,2,NA,188.3,NA,"19531","FFToday","17052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"D'Andre Swift","RB","CHI",NA,233,1049,NA,7,NA,39,316,NA,NA,1,NA,184.5,NA,"17220","FFToday","14797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Travis Etienne","RB","NO",NA,246,1082,NA,5,NA,44,327,NA,NA,2,NA,182.9,NA,"17561","FFToday","15253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Quinshon Judkins","RB","CLE",NA,275,1098,NA,7,NA,30,205,NA,NA,1,NA,178.3,NA,"19411","FFToday","17051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Bucky Irving","RB","TB",NA,249,995,NA,6,NA,38,305,NA,NA,2,NA,178,NA,"18997","FFToday","16598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"David Montgomery","RB","HOU",NA,217,935,NA,7,NA,34,244,NA,NA,1,NA,165.9,NA,"16658","FFToday","14071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Tony Pollard","RB","TEN",NA,242,1065,NA,5,NA,32,227,NA,NA,1,NA,165.2,NA,"16676","FFToday","14085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Jaylen Warren","RB","PIT",NA,190,854,NA,5,NA,41,329,NA,NA,2,NA,160.3,NA,"18267","FFToday","15742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"TreVeyon Henderson","RB","NE",NA,178,836,NA,7,NA,34,257,NA,NA,1,NA,157.3,NA,"19389","FFToday","17043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"J.K. Dobbins","RB","DEN",NA,206,988,NA,7,NA,16,104,NA,NA,1,NA,157.2,NA,"17062","FFToday","14800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Jadarian Price","RB","SEA",NA,195,837,NA,7,NA,31,226,NA,NA,1,NA,154.3,NA,"19817","FFToday","17473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Rhamondre Stevenson","RB","NE",NA,163,735,NA,7,NA,43,322,NA,NA,1,NA,153.7,NA,"17716","FFToday","15259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"MarShawn Lloyd","RB","GB",NA,191,822,NA,7,NA,27,197,NA,NA,1,NA,149.9,NA,"19041","FFToday","16604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Chuba Hubbard","RB","CAR",NA,192,767,NA,6,NA,34,258,NA,NA,1,NA,144.5,NA,"17603","FFToday","15261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Rico Dowdle","RB","PIT",NA,186,801,NA,5,NA,30,203,NA,NA,1,NA,136.4,NA,"17262","FFToday","14823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Jacory Croskey-Merritt","RB","WAS",NA,179,788,NA,7,NA,12,84,NA,NA,0,NA,129.2,NA,"19346","FFToday","17256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Rachaad White","RB","WAS",NA,131,539,NA,5,NA,42,310,NA,NA,2,NA,126.9,NA,"18240","FFToday","15721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Blake Corum","RB","LAR",NA,159,745,NA,6,NA,13,89,NA,NA,0,NA,119.4,NA,"18942","FFToday","16593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Jordan Mason","RB","MIN",NA,189,831,NA,5,NA,12,62,NA,NA,0,NA,119.3,NA,"18282","FFToday","15972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Kyle Monangai","RB","CHI",NA,176,775,NA,4,NA,20,162,NA,NA,0,NA,117.7,NA,"19453","FFToday","17066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Jonathon Brooks","RB","CAR",NA,158,646,NA,4,NA,32,229,NA,NA,1,NA,117.5,NA,"18926","FFToday","16597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Kenneth Gainwell","RB","TB",NA,109,479,NA,4,NA,37,275,NA,NA,2,NA,111.4,NA,"17578","FFToday","15255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Aaron Jones","RB","MIN",NA,143,602,NA,3,NA,37,268,NA,NA,1,NA,111,NA,"15916","FFToday","13319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"RJ Harvey","RB","DEN",NA,96,373,NA,3,NA,44,326,NA,NA,3,NA,105.9,NA,"19384","FFToday","17068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Josh Jacobs","RB","GB",NA,152,622,NA,4,NA,15,121,NA,NA,1,NA,104.3,NA,"16611","FFToday","14073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Woody Marks","RB","HOU",NA,135,527,NA,2,NA,27,214,NA,NA,1,NA,92.1,NA,"19432","FFToday","17053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Zach Charbonnet","RB","SEA",NA,128,537,NA,3,NA,19,135,NA,NA,1,NA,91.2,NA,"18495","FFToday","16169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Chris Rodriguez Jr.","RB","JAC",NA,129,556,NA,4,NA,10,76,NA,NA,0,NA,87.2,NA,"18633","FFToday","16174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Tyjae Spears","RB","TEN",NA,86,344,NA,2,NA,38,255,NA,NA,1,NA,77.9,NA,"18659","FFToday","16165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Brian Robinson Jr.","RB","ATL",NA,107,462,NA,4,NA,9,58,NA,NA,0,NA,76,NA,"18194","FFToday","15716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Dylan Sampson","RB","CLE",NA,61,245,NA,1,NA,40,316,NA,NA,2,NA,74.1,NA,"19494","FFToday","17047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Alvin Kamara","RB","NO",NA,86,328,NA,2,NA,31,215,NA,NA,1,NA,72.3,NA,"15924","FFToday","13132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Tyler Allgeier","RB","ARI",NA,98,391,NA,3,NA,18,124,NA,NA,0,NA,69.5,NA,"18000","FFToday","15712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Justice Hill","RB","BAL",NA,51,241,NA,2,NA,28,221,NA,NA,1,NA,64.2,NA,"16598","FFToday","14086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Braelon Allen","RB","NYJ",NA,91,372,NA,3,NA,10,80,NA,NA,0,NA,63.2,NA,"18905","FFToday","16596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Tank Bigsby","RB","PHI",NA,87,375,NA,3,NA,5,31,NA,NA,0,NA,58.6,NA,"18475","FFToday","16164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Samaje Perine","RB","CIN",NA,72,304,NA,2,NA,16,98,NA,NA,1,NA,58.2,NA,"15976","FFToday","13133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Najee Harris","RB","NYG",NA,95,380,NA,2,NA,9,71,NA,NA,0,NA,57.1,NA,"17592","FFToday","15254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Ty Johnson","RB","BUF",NA,51,211,NA,1,NA,25,230,NA,NA,1,NA,56.1,NA,"16623","FFToday","14095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Ray Davis","RB","BUF",NA,62,281,NA,2,NA,12,94,NA,NA,1,NA,55.5,NA,"18949","FFToday","16603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Keaton Mitchell","RB","LAC",NA,43,214,NA,2,NA,19,147,NA,NA,1,NA,54.1,NA,"18710","FFToday","16178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Mike Washington Jr.","RB","LV",NA,90,359,NA,2,NA,9,57,NA,NA,0,NA,53.6,NA,"19896","FFToday","17482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Tyrone Tracy Jr.","RB","NYG",NA,55,233,NA,2,NA,15,115,NA,NA,1,NA,52.8,NA,"19125","FFToday","16747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Malik Davis","RB","DAL",NA,69,317,NA,2,NA,10,78,NA,NA,0,NA,51.5,NA,"18345","FFToday","15738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Emmett Johnson","RB","KC",NA,65,266,NA,2,NA,18,125,NA,NA,0,NA,51.1,NA,"19790","FFToday","17474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Isiah Pacheco","RB","DET",NA,85,339,NA,1,NA,12,82,NA,NA,0,NA,48.1,NA,"18172","FFToday","15749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Kimani Vidal","RB","LAC",NA,66,272,NA,2,NA,11,87,NA,NA,0,NA,47.9,NA,"19135","FFToday","16757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Sean Tucker","RB","TB",NA,60,227,NA,3,NA,9,67,NA,NA,0,NA,47.4,NA,"18709","FFToday","16166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Jonah Coleman","RB","DEN",NA,66,277,NA,2,NA,11,68,NA,NA,0,NA,46.5,NA,"19836","FFToday","17477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Jaylen Wright","RB","MIA",NA,61,256,NA,2,NA,9,71,NA,NA,0,NA,44.7,NA,"19155","FFToday","16610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"George Holani","RB","SEA",NA,58,233,NA,2,NA,11,78,NA,NA,0,NA,43.1,NA,"19262","FFToday","16608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Kaelon Black","RB","SF",NA,61,249,NA,1,NA,7,47,NA,NA,0,NA,35.6,NA,"19849","FFToday","17485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Jacob Saylors","RB","DET",NA,57,234,NA,1,NA,6,41,NA,NA,0,NA,33.5,NA,"19582","FFToday","16850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Jordan James","RB","SF",NA,51,224,NA,1,NA,5,36,NA,NA,0,NA,32,NA,"19403","FFToday","17055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Isaiah Davis","RB","NYJ",NA,36,145,NA,1,NA,14,107,NA,NA,0,NA,31.2,NA,"18947","FFToday","16752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Seth McGowan","RB","IND",NA,42,168,NA,1,NA,11,77,NA,NA,0,NA,30.5,NA,"19922","FFToday","17475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Chris Brooks","RB","GB",NA,33,131,NA,1,NA,15,102,NA,NA,0,NA,29.3,NA,"18750","FFToday","16387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Ollie Gordon II","RB","MIA",NA,46,181,NA,1,NA,8,48,NA,NA,0,NA,28.9,NA,"19371","FFToday","17059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"LeQuint Allen","RB","JAC",NA,21,82,NA,0,NA,20,135,NA,NA,1,NA,27.7,NA,"19302","FFToday","17061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Will Shipley","RB","PHI",NA,34,135,NA,1,NA,11,80,NA,NA,0,NA,27.5,NA,"19104","FFToday","16601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"James Conner","RB","ARI",NA,36,142,NA,1,NA,8,68,NA,NA,0,NA,27,NA,"15840","FFToday","13146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Kendre Miller","RB","NO",NA,43,165,NA,1,NA,5,32,NA,NA,0,NA,25.7,NA,"18594","FFToday","16171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Kaytron Allen","RB","WAS",NA,37,148,NA,1,NA,7,45,NA,NA,0,NA,25.3,NA,"19857","FFToday","17478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Kyle Juszczyk","RB","SF",NA,8,15,NA,0,NA,22,174,NA,NA,1,NA,24.9,NA,"13213","FFToday","11367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Demond Claiborne","RB","MIN",NA,36,145,NA,1,NA,4,29,NA,NA,0,NA,23.4,NA,"19771","FFToday","17481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Raheim Sanders","RB","CLE",NA,34,131,NA,1,NA,4,26,NA,NA,0,NA,21.7,NA,"19559","FFToday","17062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Emari Demercado","RB","DAL",NA,25,113,NA,1,NA,5,33,NA,NA,0,NA,20.6,NA,"18741","FFToday","16385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"DJ Giddens","RB","IND",NA,23,88,NA,1,NA,2,17,NA,NA,0,NA,16.5,NA,"19368","FFToday","17060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Rasheen Ali","RB","BAL",NA,20,81,NA,0,NA,6,45,NA,NA,0,NA,12.6,NA,"18903","FFToday","16746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Trevor Etienne","RB","CAR",NA,18,82,NA,0,NA,4,25,NA,NA,0,NA,10.7,NA,"19354","FFToday","17056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"Roschon Johnson","RB","CHI",NA,19,81,NA,0,NA,2,12,NA,NA,0,NA,9.3,NA,"18559","FFToday","16175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Emanuel Wilson","RB","SEA",NA,19,74,NA,0,NA,2,17,NA,NA,0,NA,9.1,NA,"18737","FFToday","16432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
